   163   568  183201.1-022043   18.53364   -2.34536  1.10E-2  2.30E-2    0.02   0.01  22.2  2.8    2.4    0.5    2.1    1.6    0.5    4.1   9.6  starless            
   164   569  183201.2-044311   18.53369   -4.71981  1.40E-2  2.70E-2    0.05   0.40  13.2  1.9    3.3    0.9    3.0    2.1    0.7    4.5   5.5  starless            
   165   570  183201.3-022942   18.53371   -2.49525  2.10E-2  3.30E-2    0.04   0.04  16.4  4.8    1.5    0.5    1.0    0.9    0.3    1.1  10.4  starless            
   166   576  183203.3-015459   18.53426   -1.91647  5.60E-2  6.10E-2    0.26   0.13  14.5  4.5    4.0    0.9    1.0    1.7    0.3    0.4   4.2  starless            
   167   581  183205.5-015529   18.53487   -1.92472  2.40E-2  3.40E-2    0.05   0.03  14.5  4.5    1.8    0.5    1.0    1.0    0.3    0.9   9.2  starless            
   168   584  183207.0-023910   18.53529   -2.65283  4.50E-2  5.00E-2    0.11   0.05  15.2  2.0    2.4    0.5    0.6    1.1    0.2    0.3   8.3  starless            
   169   589  183210.2-022424   18.53617   -2.40675  2.40E-2  3.60E-2    0.06   0.03  14.0  1.3    1.7    0.6    1.2    1.0    0.3    1.1   7.9  starless            
   170   591  183210.9-020038   18.53637   -2.01058  2.30E-2  3.40E-2    0.09   0.03  14.9  1.3    2.6    0.9    2.0    1.5    0.6    1.9   5.2  starless            
   171   592  183211.4-023718   18.53650   -2.62172  6.60E-2  7.00E-2    0.23   0.10  14.3  2.0    2.5    0.6    0.6    0.9    0.2    0.2   5.7  starless            
   172   601  183216.7-021205   18.53798   -2.20150  2.10E-2  3.30E-2    0.09   0.05  13.2  1.4    2.3    1.0    2.5    1.4    0.7    2.6   4.4  starless            
   173   603  183217.5-023149   18.53820   -2.53050  2.60E-2  3.60E-2    0.09   0.07  12.3  2.3    2.9    0.8    1.5    1.6    0.5    1.2   6.1  starless            
   174   607  183219.7-015815   18.53881   -1.97108  1.90E-2  3.00E-2    0.01   0.01  19.2  4.4    0.4    0.1    0.2    0.2    0.1    0.2  57.1  starless            
   175   608  183220.0-023216   18.53890   -2.53789  5.90E-2  6.40E-2    0.29   0.13  13.8  1.7    2.6    0.9    1.0    1.1    0.3    0.4   4.0  starless            
   176   610  183221.8-015752   18.53941   -1.96469  1.90E-2  3.00E-2    0.02   0.01  16.8  1.9    1.1    0.3    0.7    0.7    0.2    0.8  17.8  starless            
   177   612  183222.6-020047   18.53962   -2.01317  2.40E-2  3.50E-2    0.03   0.01  14.5  4.5    1.1    0.3    0.6    0.7    0.2    0.5  16.0  starless            
   178   613  183222.9-021546   18.53970   -2.26286  4.40E-2  5.00E-2    0.22   0.05  17.6  1.1    2.3    1.1    1.4    1.1    0.5    0.7   3.9  starless            
   179   614  183222.9-020529   18.53972   -2.09142  4.10E-2  4.80E-2    0.17   0.09  14.5  4.5    2.5    0.9    1.2    1.2    0.4    0.6   4.7  starless            
   180   615  183223.0-022945   18.53972   -2.49608  3.10E-2  4.00E-2    0.08   0.04  14.5  4.5    1.6    0.6    1.0    0.9    0.3    0.7   7.4  starless            
   181   621  183225.9-020720   18.54053   -2.12233  4.20E-2  4.80E-2    0.16   0.08  14.5  4.5    2.7    0.8    1.1    1.3    0.4    0.6   5.3  starless            
   182   626  183226.9-035047   18.54083   -3.84650  5.50E-2  6.00E-2    0.15   0.08  11.5  4.5    1.6    0.5    0.6    0.7    0.2    0.2   7.1  starless            
   183   628  183228.1-015520   18.54116   -1.92225  1.30E-2  2.50E-2    0.02   0.01  16.8  3.1    0.4    0.3    1.2    0.3    0.3    2.0  14.0  starless            
   184   629  183228.6-015457   18.54128   -1.91586  2.10E-2  3.30E-2    0.05   0.02  14.3  2.1    1.3    0.5    1.3    0.8    0.4    1.3   8.8  starless            
   185   630  183228.8-015000   18.54133   -1.83350  3.00E-2  3.80E-2    0.04   0.03  17.8  4.9    1.4    0.3    0.5    0.8    0.2    0.4  15.4  starless            
   186   632  183228.9-015811   18.54138   -1.96975  1.70E-2  2.90E-2    0.03   0.02  14.5  4.5    1.0    0.5    1.3    0.6    0.3    1.7  10.3  starless            
   187   635  183229.9-014901   18.54164   -1.81703  2.10E-2  3.20E-2    0.09   0.03  13.9  1.0    1.7    1.0    2.3    1.0    0.7    2.4   4.8  starless            
   188   638  183234.3-012544   18.54288   -1.42908  3.30E-2  4.10E-2    0.11   0.06  11.5  4.5    1.7    0.8    1.2    0.9    0.4    0.8   5.9  starless            
   189   646  183238.6-015145   18.54407   -1.86258  1.40E-2  2.50E-2    0.03   0.02  11.5  4.5    0.7    0.6    2.2    0.4    0.5    3.5   7.8  starless            
   190   649  183239.9-015332   18.54444   -1.89247  3.20E-2  3.90E-2    0.07   0.05  15.9  3.5    2.5    0.5    0.8    1.3    0.3    0.5   9.5  starless            
   191   656  183246.8-025337   18.54635   -2.89378  1.80E-2  3.00E-2    0.07   0.04  11.5  4.5    0.9    0.9    2.5    0.6    0.7    3.1   5.1  starless            
   192   659  183248.4-022914   18.54680   -2.48733  2.20E-2  3.40E-2    0.04   0.02  14.5  4.5    1.1    0.4    1.0    0.6    0.3    1.0  10.2  starless            
   193   665  183253.2-023013   18.54813   -2.50378  5.00E-2  5.60E-2    0.12   0.06  14.5  4.5    1.9    0.5    0.5    0.9    0.2    0.2   8.5  starless            
   194   674  183257.3-015024   18.54927   -1.84000  2.80E-2  4.00E-2    0.10   0.06  12.9  2.2    1.7    0.7    1.5    0.9    0.4    1.2   5.6  starless            
   195   677  183302.2-012618   18.55062   -1.43853  3.50E-2  4.60E-2    0.13   0.07  11.5  4.5    1.5    0.8    1.3    0.7    0.4    0.8   5.1  starless            
   196   678  183302.7-023005   18.55077   -2.50142  2.40E-2  3.30E-2    0.10   0.05  11.5  4.5    1.5    1.1    2.0    0.9    0.7    1.9   4.8  starless            
   197   682  183309.1-023325   18.55254   -2.55703  3.60E-2  4.40E-2    0.09   0.02  14.3  0.9    1.6    0.5    0.8    0.8    0.3    0.5   8.2  starless            
   198   684  183310.5-023513   18.55293   -2.58700  1.50E-2  2.60E-2    0.06   0.03  11.5  4.5    0.9    1.0    2.9    0.6    0.8    4.3   5.3  starless            
   199   689  183316.5-025956   18.55459   -2.99897  2.90E-2  3.80E-2    0.06   0.04  14.7  3.3    1.6    0.5    0.9    0.9    0.3    0.6   9.1  starless            
   200   690  183317.8-024903   18.55495   -2.81753  3.90E-2  4.60E-2    0.15   0.09  13.2  2.3    3.3    0.8    1.2    1.7    0.4    0.7   5.2  starless            
   201   695  183340.4-030320   18.56123   -3.05556  3.20E-2  4.20E-2    0.07   0.04  13.7  2.7    1.3    0.4    0.8    0.7    0.2    0.5   9.4  starless            
   202   697  183354.1-034246   18.56505   -3.71303  2.10E-2  3.30E-2    0.08   0.04  11.5  4.5    0.9    0.9    2.1    0.5    0.6    2.1   5.3  starless            
   203   704  183416.7-021619   18.57131   -2.27203  2.60E-2  3.90E-2    0.06   0.02  15.1  1.2    1.0    0.4    1.0    0.5    0.2    0.9   8.8  starless            
   204   707  183432.3-021731   18.57566   -2.29211  1.70E-2  2.90E-2    0.04   0.02  11.5  4.5    0.6    0.6    1.7    0.4    0.5    2.2   7.9  starless            
   205   708  183442.2-022052   18.57840   -2.34800  3.10E-2  3.90E-2    0.04   0.03  15.2  3.4    1.4    0.3    0.5    0.7    0.2    0.4  15.6  starless            
